video_id,commenter_channel_url,commenter_channel_id,commenter_channel_display_name,comment_id,comment_like_count,comment_publish_date,text,commenter_rating,comment_parent_id,collection_date,reply_count
fLflYkgnNBY,http://www.youtube.com/channel/UCKRw8GAAtm27q4R3Q0kst_g,UCKRw8GAAtm27q4R3Q0kst_g,@thejuicemedia,Ugzh740VipolOodCmjx4AaABAg,4318,1619267367.0,"Hi friends, here’s our latest Honest Government Ad - featuring extra-long calculator action by popular demand. This one's about our Govt’s EV “policy” aka “The Future Fuels Strategy”, aka FFS. And no that’s not satire, it’s what they really called it… presumably in an attempt to put satirists out of work 😤 I had to also make a special mention of the Victorian State Govt (which I think normally does a lot of good things) given their decision to introduce a tax on EVs. Victoria will be voting on the EV tax in early May so if you want to let them know how you feel about it, here's a petitioon that will be hand-delivered to crossbench MPs ahead of the vote. Please add your name: https://nb.tai.org.au/dump_ev_tax

There was so much to say on this topic that I couldn’t fit in the video. But that’s exactly where the Juice Media Podcast comes in handy as a companion to the video, allowing us to go into more detail. I'm stoked to have as my guest Ketan Joshi - so stay tuned: the podcast will be coming out next week!

A huge thanks to our Patrons who make it possible for us to make the Honest Government Ads and the podcasts. If you value the work we do and are able to comfortably support it, please show our Patreon some love: https://www.patreon.com/TheJuiceMedia

💛 Giordano & team",none,,2023-12-02 21:55:14.885472,231.0
fLflYkgnNBY,http://www.youtube.com/channel/UCcYnjERIFxrBRo7n8RnHjhA,UCcYnjERIFxrBRo7n8RnHjhA,@stevendefehr4393,Ugw5AOuRWG7OWH7Bstd4AaABAg,0,1701561232.0,"It’s December 2nd 2023 now and from what I’m hearing Ev sales are diving. 
Cheers from western Canada 👋🏻",none,,2023-12-02 21:55:14.885534,0.0
fLflYkgnNBY,http://www.youtube.com/channel/UCcBDmC6artpWkshUrD5KqeA,UCcBDmC6artpWkshUrD5KqeA,@Swenser,Ugw6ukB4ktnBaZOR3ip4AaABAg,0,1701346529.0,Yep. This was all totally predictable. Australian politicians are lowly educated and just do the talk bullshit and think that's it for the day. Please do a serious aggressive campaign for freeing Julian Assange..it's as if no one gives a fuck if tyranny takes over.,none,,2023-12-02 21:55:14.885596,0.0
fLflYkgnNBY,http://www.youtube.com/channel/UCxqJpNpS1a2KyeQ1HpezS4w,UCxqJpNpS1a2KyeQ1HpezS4w,@mac-doien9298,Ugx27r305T9mhCa5E_N4AaABAg,0,1701326968.0,❤ E-bicycle markets are benefiting from similar battery tech.. so yeah there is no instant fixes or single solution but several steps which means there will be missteps.. 😮 but that's part of the process.. use the best tested theory until it needs adjustments.. identify weaknesses & make optimization in the existing supply chain.. ⏩ fast forward.. & one day.. antigravity machines in the air..!😳 😳,none,,2023-12-02 21:55:14.885613,0.0
fLflYkgnNBY,http://www.youtube.com/channel/UChwQB7A5RU3PwcekJmUVRWg,UChwQB7A5RU3PwcekJmUVRWg,@PixelShade,UgwN-mRCWhGX-0-VSMt4AaABAg,0,1701307911.0,"To be fair though  What governments should do is to implement new zoning laws, create urban environments where cars are not needed. EVs are practically only slightly better than fossil cars, but is a can of worms when you look closer.... Life cycle management of cars in general is just terrible for our climate. So I vote for less cars, safer cities, built for the people.",none,,2023-12-02 21:55:14.885664,0.0
fLflYkgnNBY,http://www.youtube.com/channel/UCU1Dk5t2xK4BRRQwEcPHHcg,UCU1Dk5t2xK4BRRQwEcPHHcg,@engjds,UgynUh_txc5XwxvOR4R4AaABAg,0,1701299834.0,"Dumb, EV's still run on fossil fuels, plus the lithium and cobalt mining kills more of the environment and supports child slavery!",none,,2023-12-02 21:55:14.885691,0.0
fLflYkgnNBY,http://www.youtube.com/channel/UCyMzz0ifqHQCTNhSCIWWkbQ,UCyMzz0ifqHQCTNhSCIWWkbQ,@rafflesiaandfriends,Ugw73VigIxHbyAZimoR4AaABAg,0,1701292132.0,"I don't like evs but would still be better that what we have now, would prefer taxing private transport through fuel and using that money to make a amazing public transportation system. I'm from new Zealand and i hate cars because they're death machines and roads are ugly",none,,2023-12-02 21:55:14.885728,0.0
fLflYkgnNBY,http://www.youtube.com/channel/UCAEw_tNI0dGUePHPIAjG-jw,UCAEw_tNI0dGUePHPIAjG-jw,@blakearius,Ugz39laopzSMBcieclR4AaABAg,0,1701245577.0,"I see so many tesla's now.. All I ever think is ""ignorant moron."" These cars are an environmental catastrophe.",none,,2023-12-02 21:55:14.885767,0.0
fLflYkgnNBY,http://www.youtube.com/channel/UCe69AVNBLrM8NUhhgnjMprw,UCe69AVNBLrM8NUhhgnjMprw,@Hydrolysisisfun,UgytAF1ppUii6tIqZLZ4AaABAg,0,1701232874.0,"“They’re even linked to lower IQ, which would explain why you keep electing us” holy shit, that’s just too good!💀",none,,2023-12-02 21:55:14.885801,0.0
fLflYkgnNBY,http://www.youtube.com/channel/UCpOMt0eCgAMmUhsU1kV6kyg,UCpOMt0eCgAMmUhsU1kV6kyg,@believeurhappy4410,UgyodQtnuqp8QpKK_pt4AaABAg,0,1701203745.0,Australia had a very high vaccination rate. What are you talking about? Even though it was terrible for your hearts.,none,,2023-12-02 21:55:14.885875,0.0
